Section,Product Name,Chemical Name / Description,CAS Number,Grade / Traceability,Product Code,Pack Size,HSN Code,GST %,Other / Notes
Fine & Research Chemicals,Benzene,,71-43-2,GC,94022,250 ML,29022000,18,
Fine & Research Chemicals,Benzene,,71-43-2,GC,94022,500 ML,29022000,18,
Fine & Research Chemicals,Benzene,,71-43-2,GC,94022,1 L,29022000,18,
Fine & Research Chemicals,Benzene,,71-43-2,AR,90127,500 ML,29022000,18,
Fine & Research Chemicals,Benzene,,71-43-2,AR,90127,1 L,29022000,18,
Fine & Research Chemicals,Benzene,,71-43-2,AR,90127,2.5 L,29022000,18,
Fine & Research Chemicals,Benzene,,71-43-2,Drysolv,90898,500 ML,29022000,18,
Fine & Research Chemicals,Benzene,,71-43-2,LR,90344,500 ML,29022000,18,
Fine & Research Chemicals,Benzene,,71-43-2,LR,90344,2.5 L,29022000,18,
Fine & Research Chemicals,Benzene,,71-43-2,LN,94256,500 ML,29022000,18,
Fine & Research Chemicals,Benzene (Sulphur free),,71-43-2,HP,93054,2.5 L,29022000,18,
Fine & Research Chemicals,"Benzethonium chloride, 98%",,121-54-0,AR,91571,100 G,29222190,18,
Fine & Research Chemicals,Benzoic acid,,65-85-0,ACS,91603,100 G,29163110,18,
Fine & Research Chemicals,Benzoic acid,,65-85-0,AR,90128,500 G,29163110,18,
Fine & Research Chemicals,Benzoic acid,,65-85-0,LR,90345,500 G,29163110,18,
Fine & Research Chemicals,Benzophenone,,119-61-9,LR,92827,500 G,29143930,18,
Fine & Research Chemicals,"1,4-Benzoquinone, 98%",,106-51-4,LR,93079,500 G,29147090,18,
Fine & Research Chemicals,Benzoyl chloride,,98-88-4,HP,90770,500 ML,29163200,18,
Fine & Research Chemicals,Benzoyl chloride,,98-88-4,LR,93578,2.5 L,29163200,18,
Fine & Research Chemicals,Benzoyl chloride,,98-88-4,SG,94108,500 ML,29163200,18,
Fine & Research Chemicals,Benzoyl peroxide,,94-36-0,LR,93118,500 G,29163200,18,
Fine & Research Chemicals,Benzyl acetate,,140-11-4,LR,93444,500 ML,29153910,18,
Fine & Research Chemicals,Benzyl alcohol,,100-51-6,HPLC,90010,1 L,29062100,18,
Fine & Research Chemicals,Benzyl alcohol,,100-51-6,HPLC,90010,2.5 L,29062100,18,
Fine & Research Chemicals,Benzyl alcohol,,100-51-6,GC-HS,90720,500 ML,29062100,18,
Fine & Research Chemicals,Benzyl alcohol,,100-51-6,GC-HS,90720,1 L,29062100,18,
Fine & Research Chemicals,Benzyl alcohol,,100-51-6,GC,94025,250 ML,29062100,18,
Fine & Research Chemicals,Benzyl alcohol,,100-51-6,GC,94025,500 ML,29062100,18,
Fine & Research Chemicals,Benzyl alcohol,,100-51-6,GC,94025,1 L,29062100,18,
Fine & Research Chemicals,Benzyl alcohol,,100-51-6,AR,90129,500 ML,29062100,18,
Fine & Research Chemicals,Benzyl alcohol,,100-51-6,AR,90129,2.5 L,29062100,18,
Fine & Research Chemicals,Benzyl alcohol,,100-51-6,LR,90346,500 ML,29062100,18,
Fine & Research Chemicals,Benzyl alcohol,,100-51-6,LR,90346,2.5 L,29062100,18,
Fine & Research Chemicals,Benzyl benzoate,,120-51-4,LR,93286,1 L,29163120,18,
Fine & Research Chemicals,"Benzyl bromide, 98%",,100-39-0,Synthesis,91981,250 ML,29039980,18,
Fine & Research Chemicals,"Benzyl bromide, 98%",,100-39-0,Synthesis,91981,1 L,29039980,18,
Fine & Research Chemicals,"Benzyl chloride, 98%",,100-44-7,LR,91838,500 ML,29093090,18,
Fine & Research Chemicals,"Benzylamine, 99%",,100-46-9,Synthesis,91940,500 ML,29225090,18,
Fine & Research Chemicals,"Benzylamine, 99%",,100-46-9,Synthesis,91940,2.5 L,29225090,18,
Fine & Research Chemicals,"6-Benzylaminopurine, 98%",,1214-39-7,Synthesis,92447,1 G,29333990,18,
Fine & Research Chemicals,"6-Benzylaminopurine, 98%",,1214-39-7,Synthesis,92447,5 G,29333990,18,
Fine & Research Chemicals,"6-Benzylaminopurine, 98%",,1214-39-7,Synthesis,92447,250 G,29333990,18,
Fine & Research Chemicals,"Benzylcetyldimethylammonium chloride, 95% Benzyldimethyltetradecylammonium",,122-18-9,Synthesis,92333,100 G,29239000,18,
Fine & Research Chemicals,"chloride hydrate, 98% Benzyldimethyltetradecylammonium",,139-08-2,Synthesis,92334,25 G,29239000,18,
Fine & Research Chemicals,"chloride hydrate, 98% Benzyldodecyldimethylammonium",,139-08-2,Synthesis,92334,100 G,29239000,18,
Fine & Research Chemicals,"bromide, 97% Benzyldodecyldimethylammonium",,7281-04-1,Synthesis,92332,25 G,29239000,18,
Fine & Research Chemicals,"bromide, 97%",,7281-04-1,Synthesis,92332,100 G,29239000,18,
Fine & Research Chemicals,"Benzyltributylammonium bromide, 98%",,25316-59-0,Synthesis,92301,100 G,29239000,18,
Fine & Research Chemicals,"Benzyltributylammonium chloride, 98%",,23616-79-7,Synthesis,92302,100 G,29239000,18,
Fine & Research Chemicals,"Benzyltributylammonium chloride, 98%",,23616-79-7,Synthesis,92302,500 G,29239000,18,
Fine & Research Chemicals,"Benzyltriethylammonium bromide, 98%",,5197-95-5,Synthesis,92303,25 G,29239000,18,
Fine & Research Chemicals,"Benzyltriethylammonium bromide, 98%",,5197-95-5,Synthesis,92303,100 G,29239000,18,
Fine & Research Chemicals,"Benzyltriethylammonium chloride, 98%",,56-37-1,Synthesis,92304,500 G,29239000,18,
Fine & Research Chemicals,"Benzyltrimethylammonium bromide, 98%",,5350-41-4,Synthesis,92305,25 G,29239000,18,
Fine & Research Chemicals,"Benzyltrimethylammonium chloride, 98%",,56-93-9,Synthesis,92306,500 G,29239000,18,
Fine & Research Chemicals,"Benzyltrimethylammonium dichloroiodate,",,114971-52-7,97% Synthesis,92307,5 G,29239000,18,
Fine & Research Chemicals,"Benzyltrimethylammonium dichloroiodate,",,114971-52-7,97% Synthesis,92307,25 G,29239000,18,
Fine & Research Chemicals,"Benzyltrimethylammonium iodide, 98%",,4525-46-6,Synthesis,92308,25 G,29239000,18,
Fine & Research Chemicals,"Benzyltrimethylammonium tribromide, 97%",,111865-47-5,Synthesis,92309,5 G,29239000,18,
Fine & Research Chemicals,"Benzyltrimethylammonium tribromide, 97% BES buffer {N,N-Bis[2-hydroxyethyl]-",,111865-47-5,Synthesis,92309,25 G,29239000,18,
Fine & Research Chemicals,2-aminoethanesulphonic acid},,10191-18-1,Synthesis,92434,100 G,29221980,12,
Fine & Research Chemicals,"2,2-Bipyridyl, 98% Bis(ethylenediamine)copper(II)",,366-18-7,AR,91537,25 G,29333990,18,
Fine & Research Chemicals,"hydroxide solution, 1.0 M in H2O Bis(ethylenediamine)copper(II)",,14552-35-3,Synthesis,91738,500 ML,29212990,5,
Fine & Research Chemicals,"hydroxide solution, 1.0 M in H2O Bis(ethylenediamine)copper(II)",,14552-35-3,Synthesis,91738,1 L,29212990,5,
Fine & Research Chemicals,"hydroxide solution, 0.5 M in H2O",,14552-35-3,Solution,97186,250 ML,29212990,5,
Fine & Research Chemicals,"1,3-Bis(hydroxymethyl)urea",,140-95-4,Synthesis,90950,100 G,31021010,18,
Fine & Research Chemicals,"1,3-Bis(hydroxymethyl)urea",,140-95-4,Synthesis,90950,500 G,31021010,18,
Fine & Research Chemicals,"[Bis(trifluoroacetoxy)iodo]benzene, 97%",,2712-78-9,Synthesis,92386,10 G,29152990,18,
Fine & Research Chemicals,"[Bis(trifluoroacetoxy)iodo]benzene, 97%",,2712-78-9,Synthesis,92386,50 G,29152990,18,
Fine & Research Chemicals,"3,5-bisctrifluoromethyl benzonitrile 97%",,27126-93-8,Synthesis,92735,25 G,29269090,18,
Fine & Research Chemicals,Bismuth (iii) oxide,,1304-76-3,AR,91595,100 G,28259090,18,
Fine & Research Chemicals,Bismuth nitrate pentahydrate,,10035-06-0,LR,90347,100 G,29214390,18,
Fine & Research Chemicals,Bismuth subnitrate,,10361-46-3,AR,96086,500 G,28529090,18,
Fine & Research Chemicals,Blue tetrazolium chloride,,1871-22-3,MolBio,91910,1 G,29333990,18,
Fine & Research Chemicals,Blue tetrazolium chloride,,1871-22-3,MolBio,91910,5 G,29333990,18,
Fine & Research Chemicals,BOP reagent*,,56602-33-6,MolBio,92055,5 G,38220090,18,
Fine & Research Chemicals,BOP reagent*,,56602-33-6,MolBio,92055,25 G,38220090,18,
Fine & Research Chemicals,BOP-Cl,,68641-49-6,MolBio,92056,5 G,38220090,18,
Fine & Research Chemicals,BOP-Cl,,68641-49-6,MolBio,92056,25 G,38220090,18,
Fine & Research Chemicals,Borane ammonia complex,,13774-81-7,LR,93563,10 G,28539090,18,
Fine & Research Chemicals,Borax (Sodium tetraborate decahydrate),,1303-96-4,AR,90130,500 G,28100010,18,
Fine & Research Chemicals,Borax (Sodium tetraborate decahydrate),,1303-96-4,LR,90348,500 G,28100010,18,
Fine & Research Chemicals,Boric acid,,10043-35-3,MolBio,92614,500 G,28100020,18,
Fine & Research Chemicals,Boric acid (granular),,10043-35-3,AR,90131,500 G,28100020,18,
Fine & Research Chemicals,Boric acid (granular),,10043-35-3,AR,90131,5 KG,28100020,18,
Fine & Research Chemicals,Boric acid (granular),,10043-35-3,LR,90349,500 G,28100020,18,
Fine & Research Chemicals,Boric acid (granular),,10043-35-3,LR,90349,5 KG,28100020,18,
Fine & Research Chemicals,Boric acid (powder),,10043-35-3,AR,90132,500 G,28100020,18,
Fine & Research Chemicals,Boric acid (powder),,10043-35-3,LR,90350,500 G,28100020,18,
Fine & Research Chemicals,Boric acid (powder),,10043-35-3,LR,90350,5 KG,28100020,18,
Fine & Research Chemicals,Bovine Serum Albumin (BSA),,9048-46-8,Synthesis,92429,100 G,38220090,18,
Fine & Research Chemicals,Brij 35 (Polyoxyethylene Lauryl Ether),,9002-92-0,LR,90695,500 G,34029099,18,
Fine & Research Chemicals,Brilliant blue R 250,,6104-59-2,Synthesis,94197,25 G,32041399,18,
Fine & Research Chemicals,Brilliant blue G powder,,6104-58-1,LR,94186,25 G,32041200,18,
Fine & Research Chemicals,Brilliant cresyl blue,,81029-05-2,Synthesis,94195,25 G,32041359,18,
Fine & Research Chemicals,Brilliant green indicator powder,,633-03-4,Indicator,91771,25 G,32041399,18,
Fine & Research Chemicals,Brilliant green indicator powder,,633-03-4,Indicator,91771,100 G,32041399,18,
Fine & Research Chemicals,"Bromine solution, 5%",,7726-95-6,LR,90629,5 L,28013020,18,
Fine & Research Chemicals,"Bromine, 99%",,7726-95-6,LR,91848,100 ML,28013090,18,
Fine & Research Chemicals,"Bromine, 99%",,7726-95-6,LR,91848,500 ML,28013090,18,
Fine & Research Chemicals,Bromo cresol purple powder,,115-40-2,AR,13489,25 G,29349990,18,
Fine & Research Chemicals,4-Bromo-2-chloropyridine,,73583-37-6,Synthesis,92559,10 G,29339090,18,
Fine & Research Chemicals,"1-Bromo-2-ethylhexane, 95% (Isooctyl bromide)",,18908-66-2,Synthesis,91965,100 G,29033036,18,
Fine & Research Chemicals,"1-Bromo-2-ethylhexane, 95% (Isooctyl bromide)",,18908-66-2,Synthesis,91965,500 G,29033036,18,
Fine & Research Chemicals,"4-Bromo-2-iodoaniline, 97%",,66416-72-6,Synthesis,92399,5 G,29214990,18,
Fine & Research Chemicals,"6-Bromo-2-methoxynaphthalene, 97% 2-Bromo-2-methylpropane, 98%",,5111-65-9,Synthesis,92492,100 G,29094900,18,
Fine & Research Chemicals,(tert-Butyl bromide),,507-19-7,Synthesis,91971,100 ML,29033919,18,
Fine & Research Chemicals,"(tert-Butyl bromide) 1-Bromo-2-methylpropane, 99%",,507-19-7,Synthesis,91971,500 ML,29033919,18,
Fine & Research Chemicals,(Isobutyl bromide),,78-77-3,Synthesis,91958,500 G,29033919,18,
Fine & Research Chemicals,"6-Bromo-2-naphthol, 97%",,15231-91-1,Synthesis,92483,25 G,29081900,18,
Fine & Research Chemicals,"1-Bromo-3-chloropropane, 99% 1-Bromo-3-methylbutane, 96%",,109-70-6,Synthesis,91957,500 ML,29037930,18,
Fine & Research Chemicals,"(Isopentyl bromide) 1-Bromo-3-methylbutane, 96%",,107-82-4,Synthesis,91970,250 G,29033919,18,
Fine & Research Chemicals,(Isopentyl bromide),,107-82-4,Synthesis,91970,1 KG,29033919,18,
Fine & Research Chemicals,"1-Bromo-3-nitrobenzene, 97%",,585-79-5,Synthesis,91977,100 G,29049900,18,
Fine & Research Chemicals,"1-Bromo-4-chlorobenzene, 99%",,106-39-8,Synthesis,92025,100 G,29039980,18,
Fine & Research Chemicals,"1-Bromo-4-chlorobenzene, 99%",,106-39-8,Synthesis,92025,500 G,29039980,18,
Fine & Research Chemicals,1-Bromo-4-chlorobutane,,6940-78-9,LR,92021,500 G,29037900,18,
Fine & Research Chemicals,"1-Bromo-4-fluorobenzene, 97%",,460-00-4,Synthesis,91998,100 G,29039980,18,
Fine & Research Chemicals,"1-Bromo-4-fluorobenzene, 97%",,460-00-4,Synthesis,91998,500 G,29039980,18,
Fine & Research Chemicals,"1-Bromo-4-iodobenzene, 98%",,589-87-7,Synthesis,92392,5 G,29039990,18,
Fine & Research Chemicals,"1-Bromo-4-iodobenzene, 98%",,589-87-7,Synthesis,92392,25 G,29039990,18,
Fine & Research Chemicals,"Bromoacetic acid, 98%",,79-08-3,Synthesis,92030,100 G,29159070,18,
Fine & Research Chemicals,"Bromoacetic acid, 98%",,79-08-3,Synthesis,92030,500 G,29159070,18,
Fine & Research Chemicals,Bromoacetyl bromide,,598-21-0,Synthesis,91973,100 G,29159070,18,
Fine & Research Chemicals,Bromoacetyl bromide,,598-21-0,Synthesis,91973,500 G,29159070,18,
Fine & Research Chemicals,"4-Bromoaniline, 97%",,106-40-1,Synthesis,90964,100 G,29214200,18,
Fine & Research Chemicals,"4-Bromoaniline, 97%",,106-40-1,Synthesis,90964,500 G,29214200,18,
Fine & Research Chemicals,"3-Bromoanisole, 98%",,2398-37-0,Synthesis,91976,100 G,29093038,18,
Fine & Research Chemicals,"3-Bromoanisole, 98%",,2398-37-0,Synthesis,91976,500 G,29093038,18,
Fine & Research Chemicals,"Bromobenzene, 99%",,108-86-1,Synthesis,92023,250 ML,29039980,18,
Fine & Research Chemicals,"Bromobenzene, 99%",,108-86-1,Synthesis,92023,1 L,29039980,18,
Fine & Research Chemicals,"1-Bromobutane, 98% (n-Butyl bromide)",,109-65-9,Synthesis,91959,250 ML,29033919,18,
Fine & Research Chemicals,"1-Bromobutane, 98% (n-Butyl bromide)",,109-65-9,Synthesis,91959,1 L,29033919,18,
Fine & Research Chemicals,"2-Bromobutane, 98% (sec-Butyl bromide)",,78-76-2,Synthesis,91956,100 G,29033919,18,
Fine & Research Chemicals,"2-Bromobutane, 98% (sec-Butyl bromide)",,78-76-2,Synthesis,91956,500 G,29033919,18,
Fine & Research Chemicals,Bromocresol green powder,,76-60-8,Indicator,91782,25 G,29349900,18,
Fine & Research Chemicals,Bromocresol green solution,,76-60-8,Indicator,91779,125 ML,29349900,18,
Fine & Research Chemicals,"Bromocyclohexane, 98%",,108-85-0,Synthesis,92027,500 G,29038980,18,
Fine & Research Chemicals,"Bromocyclopentane, 98%",,137-43-9,Synthesis,92028,100 G,29038980,18,
Fine & Research Chemicals,"Bromocyclopentane, 98%",,137-43-9,Synthesis,92028,500 G,29038980,18,
Fine & Research Chemicals,"1-Bromodecane, 98% (Decyl bromide)",,112-29-8,Synthesis,92019,100 G,29033020,18,
Fine & Research Chemicals,"1-Bromodecane, 98% (Decyl bromide)",,112-29-8,Synthesis,92019,500 G,29033020,18,
Fine & Research Chemicals,"Bromoethane, 99% (Ethyl bromide)",,74-96-4,Synthesis,91962,250 ML,29033919,18,
Fine & Research Chemicals,"Bromoethane, 99% (Ethyl bromide)",,74-96-4,Synthesis,91962,1 L,29033919,18,
Fine & Research Chemicals,Bromoform (for Mineral separation),,75-25-2,LR,90645,250 ML,29033020,18,
Fine & Research Chemicals,"1-Bromoheptane, 98% (Heptyl bromide)",,629-04-9,Synthesis,91967,250 ML,29033919,18,
Fine & Research Chemicals,"1-Bromohexane, 98% (Hexyl bromide)",,111-25-1,Synthesis,91966,250 ML,29033919,18,
Fine & Research Chemicals,"1-Bromohexane, 98% (Hexyl bromide)",,111-25-1,Synthesis,91966,500 ML,29033919,18,
Fine & Research Chemicals,"2-Bromoiodobenzene, 98%",,583-55-1,Synthesis,92372,5 G,29039990,18,
Fine & Research Chemicals,"2-Bromoiodobenzene, 98% 2-Bromoisobutyric acid, 98%",,583-55-1,Synthesis,92372,25 G,29039990,18,
Fine & Research Chemicals,"(2-Bromo-2-methylpropionic acid) 2-Bromoisobutyric acid, 98%",,2052-01-9,Synthesis,92011,100 G,29335990,18,
Fine & Research Chemicals,(2-Bromo-2-methylpropionic acid),,2052-01-9,Synthesis,92011,500 G,29335990,18,
Fine & Research Chemicals,"1-Bromonaphthalene, 97%",,90-11-9,Synthesis,92026,100 ML,29039980,18,
Fine & Research Chemicals,"1-Bromonaphthalene, 97%",,90-11-9,Synthesis,92026,500 ML,29039980,18,
Fine & Research Chemicals,"1-Bromooctane, 98% (Octyl bromide)",,111-83-1,Synthesis,91968,250 ML,29033919,18,
Fine & Research Chemicals,"1-Bromopentane, 98% (Pentyl bromide)",,110-53-2,Synthesis,91969,250 ML,29033919,18,
Fine & Research Chemicals,Bromophenol blue (indicator) Powder,,115-39-9,Indicator,91795,5 G,29349900,18,
Fine & Research Chemicals,Bromophenol blue (indicator) Powder,,115-39-9,Indicator,91795,25 G,29349900,18,
Fine & Research Chemicals,Bromophenol blue powder (indicator),,115-39-9,ACS,91604,25 G,29349990,18,
Fine & Research Chemicals,"3-Bromophenol, 98%",,591-20-8,Synthesis,91978,100 G,29081900,18,
Fine & Research Chemicals,"4-Bromophenol, 98%",,106-41-2,Synthesis,91979,100 G,29081900,18,
Fine & Research Chemicals,"4-Bromophenol, 98%",,106-41-2,Synthesis,91979,500 G,29081900,18,
Fine & Research Chemicals,"2-Bromopropane, 99% (Isopropyl bromide)",,75-26-3,Synthesis,91960,250 ML,29033919,18,
Fine & Research Chemicals,"2-Bromopropane, 99% (Isopropyl bromide)",,75-26-3,Synthesis,91960,1 L,29033919,18,
Fine & Research Chemicals,"1-Bromopropane, 99% (n-Propyl bromide)",,106-94-5,Synthesis,91961,250 ML,29033919,18,
Fine & Research Chemicals,"1-Bromopropane, 99% (n-Propyl bromide)",,106-94-5,Synthesis,91961,1 L,29033919,18,
Fine & Research Chemicals,"2-Bromopropionic acid, 98%",,598-72-1,Synthesis,92034,100 G,29159070,18,
Fine & Research Chemicals,"2-Bromopropionic acid, 98%",,598-72-1,Synthesis,92034,500 G,29159070,18,
Fine & Research Chemicals,Bromothymol blue 0.1% solution,,76-59-5,Solution,94220,125 ML,29349900,18,
Fine & Research Chemicals,Bromothymol blue powder (indicator),,76-59-5,AR,91545,25 G,29349100,18,
Fine & Research Chemicals,"4-Bromotoluene, 98%",,106-38-7,Synthesis,91980,100 G,29039980,18,
Fine & Research Chemicals,"4-Bromotoluene, 98%",,106-38-7,Synthesis,91980,500 G,29039980,18,
Fine & Research Chemicals,Buffer capsules (pH 4.0),,,LR,90781,10 CAP,29051500,12,
Fine & Research Chemicals,Buffer capsules (pH 7.0),,,LR,90782,10 CAP,29051500,12,
Fine & Research Chemicals,Buffer capsules (pH 9.2),,,LR,90783,10 CAP,29051500,12,
Fine & Research Chemicals,Buffer solution (pH 10.0),,,LR,97169,500 ML,38220090,12,
Fine & Research Chemicals,Buffer solution (pH 10.0),,,LR,97169,1 L,38220090,12,
Fine & Research Chemicals,Buffer solution (pH 4.0),,,LR,91743,500 ML,38220090,12,
Fine & Research Chemicals,Buffer solution (pH 4.0),,,LR,91743,1 L,38220090,12,
Fine & Research Chemicals,Buffer solution (pH 6.8),,,Synthesis,97018,500 ML,38220090,12,
Fine & Research Chemicals,Buffer solution (pH 7.0),,,LR,91744,500 ML,38220090,12,
Fine & Research Chemicals,Buffer solution (pH 7.0),,,LR,91744,1 L,38220090,12,
Fine & Research Chemicals,Buffer solution (pH 9.0),,,LR,91745,500 ML,38220090,12,
Fine & Research Chemicals,Buffer solution (pH 9.0),,,LR,91745,1 L,38220090,12,
Fine & Research Chemicals,Buffer solution (pH 9.2),,,LR,97191,500 ML,38220090,12,
Fine & Research Chemicals,Buffer solution (pH 9.2),,,LR,97191,1 L,38220090,12,
Fine & Research Chemicals,Bushnell-haas broth,,,LR,92646,500 G,98020000,18,
Fine & Research Chemicals,Bushnell-haas broth,,,LR,92646,5 KG,98020000,18,
Fine & Research Chemicals,1-Butane sulphonic acid sodium salt anhydrous,,2386-54-1,HPLC,90073,25 G,29041090,18,
Fine & Research Chemicals,1-Butane sulphonic acid sodium salt anhydrous,,2386-54-1,HPLC,90073,100 G,29041090,18,
Fine & Research Chemicals,"1,2-Butanediol",,584-03-2,GC,99120,100 ML,29161400,18,
Fine & Research Chemicals,"1,4-Butanediol, 98%",,110-63-4,Synthesis,92715,500 ML,29161200,18,
Fine & Research Chemicals,"1,4-Butanediol, 99.5%",,110-63-4,AR,93243,2.5 L,29053990,18,
Fine & Research Chemicals,1-Butanol (n-Butanol),,71-36-3,GC,94055,250 ML,29051300,18,
Fine & Research Chemicals,1-Butanol (n-Butanol),,71-36-3,GC,94055,500 ML,29051300,18,
Fine & Research Chemicals,1-Butanol (n-Butanol),,71-36-3,GC,94055,1 L,29051300,18,
Fine & Research Chemicals,1-Butanol (n-Butanol),,71-36-3,AR,91522,500 ML,29051300,18,
Fine & Research Chemicals,1-Butanol (n-Butanol),,71-36-3,AR,91522,2.5 L,29051300,18,
Fine & Research Chemicals,1-Butanol (n-Butanol),,71-36-3,LR,91809,500 ML,29051300,18,
Fine & Research Chemicals,1-Butanol (n-Butanol),,71-36-3,LR,91809,1 L,29051300,18,
Fine & Research Chemicals,1-Butanol (n-Butanol),,71-36-3,LR,91809,2.5 L,29051300,18,
Fine & Research Chemicals,1-Butanol (n-Butanol),,71-36-3,HPLC,90090,500 ML,29051300,18,
Fine & Research Chemicals,1-Butanol (n-Butanol),,71-36-3,HPLC,90090,1 L,29051490,18,
Fine & Research Chemicals,1-Butanol (n-Butanol),,71-36-3,HPLC,90090,2.5 L,29051300,18,
Fine & Research Chemicals,2-Butanol,,78-92-2,GC,94083,500 ML,29051490,18,
Fine & Research Chemicals,2-Butoxy ethyl acetate,,112-07-2,LR,93169,1 L,29153990,18,
Fine & Research Chemicals,"(1-Butyl)trimethylammonium bromide, 98%",,13028-69-8,Synthesis,92310,100 G,29239000,18,
Fine & Research Chemicals,Butyl-4-hydroxybenzoate,,94-26-8,Synthesis,92792,100 G,29182990,18,
Fine & Research Chemicals,"Butylamine, 98%",,109-73-9,Synthesis,92455,500 ML,29211999,18,
Fine & Research Chemicals,Butylated hydroxyanisole (BHA),,121-00-6,LR,90351,100 G,29095090,18,
Fine & Research Chemicals,Butylated hydroxyanisole (BHA),,121-00-6,LR,90351,500 G,29095090,18,
Fine & Research Chemicals,Butylated hydroxytoluene (BHT),,128-37-0,LR,90352,500 G,29071990,18,
Fine & Research Chemicals,Butylated hydroxytoluene (BHT),,128-37-0,LR,90352,5 KG,29071990,18,
Fine & Research Chemicals,"g-Butyrolactone, 98%",,96-48-0,Synthesis,92413,500 G,29329900,18,
Fine & Research Chemicals,"Butyryl chloride, 98%",,141-75-3,Synthesis,92008,500 ML,29159070,18,
Fine & Research Chemicals,Cadmium carbonate,,513-78-0,LR,91804,500 G,28369990,18,
Fine & Research Chemicals,Cadmium chloride hemi(pentahydrate),,7790-78-5,AR,90133,100 G,28273990,18,
Fine & Research Chemicals,Cadmium chloride monohydrate,,35658-65-2,AR,90134,100 G,28273990,18,
Fine & Research Chemicals,Cadmium nitrate tetrahydrate,,10022-68-1,LR,93293,250 G,28342990,18,
